name,genre,director,country,year
Большие гонки (фильм),комедийный,Блейк Эдвардс,США,1965
"Больше, чем любовь","комедия, драма, мелодрама",Найджел Коул,США,2005
"Большие деньги (фильм, 2010)","криминал, триллер",Стивен Милберн Андерсон,США,2010
Большие змеи Улли-Кале,"трагикомедия, исторический, мокьюментари",Алексей Федорченко,Россия,2022
Большие девочки не плачут… они дают сдачи,комедия,Джоэн Миклин Силвер,США,1992
Большие и маленькие,Киноповесть,Мария Фёдорова,СССР,1963
Большие деревья,приключенческий фильм,Феликс Файст,США,1952
Большие каникулы,комедия,Жан Жиро,"Франция, Италия",1967
Большие крылья (фильм),Genre,"Михаил Дубсон, Карл Гаккель",СССР,1937
Большие мамочки: Сын как отец,комедия,Джон Уайтселл,США,2011
Большие мечты и разбитые сердца: История Дотти Уэст,драма,Билл Д'Элиа,США,1994
"Большие манёвры (фильм, 1955)","комедия, драма, мелодрама",Рене Клер,"Франция, Италия",1955
"Большие надежды (фильм, 1998)","драма, мелодрама",Альфонсо Куарон,США,1998
"Большие надежды (фильм, 2012)",драма,Майк Ньюэлл,"Великобритания, США",2012
"Большие надежды (фильм, 1917)",драма,Роберт Виньола,США,1917
Большие неприятности (фильм),комедия,Барри Зонненфельд,США,2002
Большие перегоны,Genre,Анатолий Дудоров,СССР,1971
